,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,2.541851042500666,-0.1369701295510028,-1.669145491510568,0.5591428279876709,0.13654224574565887,0.8177501559257507,0.042866870760917664,-0.013702699914574623,0.025006093084812164,0.002823054790496826,0.005135595798492432,0.006636321544647217
1,2.824251153076364,-0.13227350181698733,-0.667761507230215,0.30931606888771057,0.13188812136650085,0.9417690634727478,0.197391539812088,-0.09218400716781616,-0.0326920747756958,-0.03561919927597046,-0.05670808255672455,0.006488323211669922
2,2.800274487142278,-0.15331265735051608,-0.6744009569034993,0.33080339431762695,0.15271276235580444,0.9312615990638733,0.37603145837783813,-0.3366996645927429,-0.03440745919942856,-0.014000415802001953,-0.05064672231674194,0.018186092376708984
3,2.6955671766640643,-0.236186432307087,-0.698896336059341,0.4194069504737854,0.23399664461612701,0.8771222829818726,1.2675714492797852,-1.465218186378479,-0.24614058434963226,0.00022497773170471191,-0.0011322945356369019,0.009199798107147217
4,2.5567308617687527,-0.34004046000845645,-0.7405511456191376,0.5204723477363586,0.33352524042129517,0.7860465049743652,0.6609274744987488,-0.8290443420410156,0.1728169471025467,-0.006236076354980469,-0.05251944065093994,-0.018804192543029785
5,2.481384777570273,-0.37937248969045334,-0.7621411015600783,0.569675087928772,0.3703376352787018,0.7337032556533813,0.39681997895240784,-0.3771888017654419,-0.033630043268203735,-0.00023227930068969727,-0.04808726906776428,0.027115285396575928
6,2.443647917120684,-0.3984668126613079,-0.7813429352202457,0.5922977924346924,0.38800573348999023,0.7061410546302795,-0.0055172014981508255,-0.011058179661631584,0.040054067969322205,-0.018719851970672607,0.012079805135726929,0.03682476282119751
7,2.440407224014522,-0.39903064523267023,-0.7631179490320724,0.5944418907165527,0.3885253369808197,0.7040507197380066,-0.02460191398859024,-0.0019441088661551476,0.0005214978009462357,-0.001347959041595459,0.007547140121459961,-0.013254702091217041
8,2.4416168898389743,-0.3942860482141884,-0.7453259840054636,0.5947704911231995,0.38414910435676575,0.7061711549758911,-0.0016138507053256035,-0.17493045330047607,-0.01224634237587452,0.016145646572113037,0.021353214979171753,-0.012430310249328613
9,2.4429159197149564,-0.3913227320884491,-0.7292646313095824,0.5945820808410645,0.38141149282455444,0.7078114748001099,-0.05761601775884628,0.09509667009115219,0.0312790684401989,-0.014992356300354004,-0.006960868835449219,0.024366140365600586
