,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,-0.043591552848830074,0.3395462172064617,-0.1438804752751651,-0.04108971729874611,-0.33305925130844116,-0.9420101642608643,0.1940302848815918,0.6992442607879639,0.9056602716445923,0.1749092936515808,0.009038865566253662,-0.5720279216766357
1,0.04331208762693768,0.6729787929778788,-0.037901583512544586,0.03385809436440468,-0.623318076133728,-0.7812350392341614,-0.12237651646137238,0.019290702417492867,-0.2816503345966339,-0.05047491565346718,0.13686788082122803,0.11959874629974365
2,0.045155970328901354,0.6507585496747209,-0.07497084687202539,0.03591499105095863,-0.6057900786399841,-0.7948135137557983,-0.45618104934692383,0.3281136453151703,-0.5226222276687622,-0.053004831075668335,0.1550149917602539,0.36042630672454834
3,0.05579136635483865,0.6355634816043229,-0.09439970697226734,0.04487410932779312,-0.5936310887336731,-0.8034852147102356,-0.006477684713900089,-0.0843610167503357,-0.12835896015167236,0.013032995164394379,-0.03309321403503418,0.1502106785774231
4,0.06454655346641931,0.612111496632799,-0.10399195981262722,0.05279058590531349,-0.5745968818664551,-0.8167322278022766,-0.12846359610557556,0.25148165225982666,-0.5992265939712524,-0.0728864073753357,-0.3356051445007324,-0.1733648180961609
5,0.0977004367478315,0.5837856186882167,-0.12473721417616952,0.08138985931873322,-0.5511865019798279,-0.8304029703140259,-1.073081374168396,0.22848522663116455,-0.6043891310691833,-0.07128854095935822,-0.16496944427490234,-0.13724839687347412
6,0.054211071228189286,0.5591554116017395,-0.15563416151600204,0.045932404696941376,-0.5304704308509827,-0.8464580774307251,-0.34332552552223206,-1.5455883741378784,-0.4622477889060974,-0.056628815829753876,0.12829452753067017,0.0522228479385376
7,-0.07688659422880363,0.5380342167513855,-0.16857354149828604,-0.06595885008573532,-0.5124489068984985,-0.8561807870864868,-0.5747395753860474,0.00544826639816165,0.28801974654197693,0.024439677596092224,0.18339312076568604,0.3472849130630493
8,-0.11377409794302486,0.5266412753424438,-0.22725551510668268,-0.09814566373825073,-0.5026325583457947,-0.8589109182357788,-0.691422700881958,0.2616524398326874,-0.9555112719535828,0.17418020963668823,0.006981313228607178,0.4791959524154663
9,-0.16555880108249943,0.45798833680363965,-0.20408928223744202,-0.14781948924064636,-0.4421446621417999,-0.8846793174743652,0.6470807194709778,-2.488893747329712,-0.1554652899503708,-0.21599581837654114,-0.05756542086601257,0.25307226181030273
10,-0.3532292846538642,0.35901427076140696,-0.22150996025667405,-0.323874294757843,-0.3513515293598175,-0.8784403800964355,-2.572295665740967,-1.3358346223831177,0.3978760540485382,-0.516274631023407,0.022829800844192505,0.33043622970581055
11,-0.7342527265224541,0.2858986197714775,-0.20259020634185917,-0.6428350806236267,-0.282019704580307,-0.7121993899345398,-3.749181032180786,-3.494277238845825,0.960657000541687,-0.3490014672279358,0.5791083574295044,0.7610122561454773
12,-1.0340050119359425,-0.03885573166812868,-0.42090398455432354,-0.8587052822113037,0.038845956325531006,-0.5109952092170715,-4.5878496170043945,-2.955657720565796,1.5826390981674194,-0.1841718554496765,0.790225088596344,0.12110269069671631
13,-1.3531296845673784,-0.3132464190961061,-0.804311014333547,-0.9288905262947083,0.30814871191978455,-0.20544332265853882,-4.315443515777588,-2.5065536499023438,0.9158374071121216,-0.0241277813911438,0.23652905225753784,-0.5470134019851685
14,-1.7022386500446158,-0.37652553808758193,-1.0317413025148923,-0.9219260215759277,0.36769163608551025,0.1218828335404396,-0.4839881360530853,-2.998792886734009,-0.19450484216213226,-0.34015893936157227,-0.37498530745506287,-1.0215104818344116
15,-1.780764899622202,-0.29458388364607857,-1.111935272586157,-0.9359065294265747,0.29034167528152466,0.19945065677165985,-0.5181485414505005,0.4703693389892578,-1.2581968307495117,-0.3175113797187805,-0.21310171484947205,-1.0165435075759888
16,-1.6909753087452188,-0.2497198779133663,-0.9722656579138023,-0.9619925618171692,0.2471325397491455,0.11617111414670944,3.3397481441497803,0.028068847954273224,-0.5303663611412048,-0.5618873834609985,0.311964750289917,-0.825124979019165
17,-1.5625861228443074,-0.1671272975910359,-0.44178081420589593,-0.9860334396362305,0.1663503646850586,-0.00809571798890829,7.11772346496582,-0.7171953916549683,-1.9816758632659912,-0.47469037771224976,0.8255777359008789,-0.21002864837646484
18,-1.5503111070459041,0.0970878763887502,0.08508973191878448,-0.995081901550293,-0.09693542122840881,-0.020387323573231697,2.4948670864105225,0.4800185263156891,-2.5614607334136963,0.6136578917503357,0.5670281648635864,0.5410934686660767
19,-1.587761125227129,0.2950957417829465,0.26943337562042025,-0.9566366076469421,-0.29083144664764404,0.01623070426285267,0.6916777491569519,-0.30289342999458313,-0.811159074306488,0.7217275500297546,0.8261250257492065,0.41313636302948
20,-1.624342139077988,0.24078934246694939,0.24387956352421772,-0.9697580337524414,-0.23846927285194397,0.05197616666555405,-1.9022043943405151,0.12936320900917053,1.754523515701294,0.26609909534454346,0.8479205965995789,0.5120192766189575
21,-1.5449585125266025,-0.021169467447312965,-0.09810431033583955,-0.9994422793388367,0.02116788551211357,-0.025829151272773743,-6.100217342376709,0.48755723237991333,2.432440996170044,-0.7172325849533081,0.8923605680465698,0.6319692730903625
22,-1.6638470126115468,-0.24671177262966898,-0.645691219302243,-0.9655255675315857,0.24421662092208862,0.09010301530361176,-3.2095160484313965,-0.3809165060520172,1.943893551826477,-0.8058366775512695,0.4665530323982239,-0.6851195096969604
23,-1.7421951463440155,-0.29134150082912974,-0.8558660203073407,-0.9438239336013794,0.2872374653816223,0.16337329149246216,-1.2468560934066772,-0.2913745939731598,0.06562613695859909,0.23210835456848145,-0.4672912061214447,-0.3472263813018799
24,-1.8545003419839041,-0.2579752422315102,-1.0989867709292946,-0.9282565116882324,0.2551233172416687,0.2706507444381714,-2.1324357986450195,-0.6924031972885132,0.12020406126976013,0.1015048623085022,-0.401378870010376,-0.7726649045944214
25,-1.9112691490459899,-0.16022495372573944,-1.1832972861840199,-0.9305236339569092,0.15954028069972992,0.32965561747550964,0.46579718589782715,-0.1121385395526886,-1.0342586040496826,-0.19078373908996582,-0.043573468923568726,-0.834477424621582
26,-1.9215353482176314,-0.15727944303826474,-1.0587634134581971,-0.927527666091919,0.15663181245326996,0.33935102820396423,1.8990206718444824,-0.671183168888092,-0.6597777009010315,-0.6136101484298706,0.03846709430217743,-0.43946394324302673
27,-1.8831599205724923,-0.14964769334502667,-0.7377857680301256,-0.9409743547439575,0.1490897685289383,0.303874135017395,3.696697473526001,0.37735357880592346,-2.181309223175049,-1.0361679792404175,0.6520271897315979,-0.24225914478302002
